exact_hit_rate,mean_absolute_error,mean_squared_error,guess_frequency,average_deviation_guess,average_operations,maximum_operations,average_payout,median_payout,standard_deviation_payout,minimum_payout,maximum_payout
0.1276,2.4369,8.9261,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0117, '6': 0.3033, '7': 0.3614, '8': 0.3093, '9': 0.0143, '10': 0.0, '11': 0.0, '12': 0.0}",0.6646,179.3125,198,-0.6683,0.0,1.7991661429342727,-10,2
