peek_average,times_appeared,exact_hit_rate,mean_absolute_error,mean_squared_error,guess_frequency,average_deviation_guess,average_operations,maximum_operations,average_payout,median_payout,standard_deviation_payout,minimum_payout,maximum_payout
5.0,43,0.0,4.0,16.46511627906977,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.37209302325581,140,0,0,0.0,0,0
5.25,76,0.0,3.3421052631578947,12.473684210526315,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.92105263157895,135,0,0.0,0.0,0,0
5.5,220,0.0,2.922727272727273,10.040909090909091,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.51363636363637,138,0,0.0,0.0,0,0
5.75,350,0.1,2.5742857142857143,9.037142857142857,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.32285714285715,140,0,0.0,0.0,0,0
6.0,586,0.1416382252559727,2.1860068259385668,7.148464163822526,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.5716723549488,140,0,0.0,0.0,0,0
6.25,838,0.16945107398568018,1.9749403341288783,6.005966587112172,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.69928400954655,142,0,0.0,0.0,0,0
6.5,1119,0.1581769436997319,1.742627345844504,4.602323503127793,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.63449508489722,142,0,0,0.0,0,0
6.75,1154,0.18717504332755633,1.6932409012131715,4.518197573656845,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.6152512998267,142,0,0.0,0.0,0,0
7.0,1300,0.27,1.5176923076923077,3.99,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.44384615384615,141,0,0.0,0.0,0,0
7.25,1143,0.18635170603674542,1.6552930883639545,4.26071741032371,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.62554680664917,142,0,0,0.0,0,0
7.5,1093,0.1729185727355901,1.7493138151875571,4.772186642268984,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.43824336688014,140,0,0,0.0,0,0
7.75,761,0.18922470433639949,1.873850197109067,5.639947437582129,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.72010512483574,141,0,0,0.0,0,0
8.0,612,0.1323529411764706,2.227124183006536,7.2630718954248366,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.55718954248366,143,0,0.0,0.0,0,0
8.25,359,0.12534818941504178,2.4596100278551534,8.504178272980502,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.55153203342618,139,0,0,0.0,0,0
8.5,220,0.0,3.0045454545454544,10.795454545454545,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.28181818181818,143,0,0.0,0.0,0,0
8.75,84,0.0,3.380952380952381,12.738095238095237,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.32142857142857,136,0,0.0,0.0,0,0
9.0,42,0.0,4.166666666666667,17.785714285714285,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 1.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",0.0,126.5952380952381,135,0,0.0,0.0,0,0
