exact_hit_rate,mean_absolute_error,mean_squared_error,guess_frequency,average_deviation_guess,average_operations,maximum_operations,average_payout,median_payout,standard_deviation_payout,minimum_payout,maximum_payout
0.0881,3.2109,14.7893,"{'2': 0.0, '3': 0.0, '4': 1.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",3.0,126.5379,146,-3.6327,-3.0,6.349710433733119,-18,6
