exact_hit_rate,mean_absolute_error,mean_squared_error,guess_frequency,average_deviation_guess,average_operations,maximum_operations,average_payout,median_payout,standard_deviation_payout,minimum_payout,maximum_payout
0.1991,1.5662,3.9014,"{'2': 0.0, '3': 0.0246, '4': 0.0768, '5': 0.1886, '6': 0.269, '7': 0.017, '8': 0.1609, '9': 0.1786, '10': 0.071, '11': 0.0135, '12': 0.0}",1.7601,3901.1221,50606,0.8903,1.0,2.269356937127963,-6,8
