peek_average,times_appeared,exact_hit_rate,mean_absolute_error,mean_squared_error,guess_frequency,average_deviation_guess,average_operations,maximum_operations,average_payout,median_payout,standard_deviation_payout,minimum_payout,maximum_payout
5.0,44,0.0,3.090909090909091,10.181818181818182,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,125.61363636363636,134,-1.0909090909090908,-1.0,0.8016895478164999,-2,0
5.25,95,0.0,2.2736842105263158,6.463157894736842,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.62105263157895,137,-0.2736842105263158,0,1.1433629499797247,-2,1
5.5,216,0.1527777777777778,1.9953703703703705,5.587962962962963,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.35648148148148,139,0.004629629629629629,0.0,1.270406216613814,-2,2
5.75,358,0.17039106145251395,1.8407821229050279,5.0418994413407825,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.39385474860335,141,0.15921787709497207,0.0,1.2876536986452127,-2,2
6.0,635,0.15590551181102363,1.537007874015748,3.552755905511811,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.65669291338583,140,0.462992125984252,1,1.0918975430036453,-2,2
6.25,828,0.15096618357487923,1.6400966183574879,3.9130434782608696,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.52536231884058,145,0.35990338164251207,1.0,1.106618973688271,-2,2
6.5,1088,0.20680147058823528,1.5349264705882353,3.6966911764705883,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.62040441176471,141,0.4650735294117647,1.0,1.158414991950852,-2,2
6.75,1129,0.20372010628875112,1.5987599645704162,4.146147032772365,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.40389725420727,141,0.4012400354295837,1,1.2615558979466468,-3,2
7.0,1286,0.14930015552099535,1.817262830482115,5.269828926905133,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.46656298600311,140,0.1827371695178849,1.0,1.4031805908560362,-4,2
7.25,1124,0.1423487544483986,2.0640569395017794,6.530249110320285,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.5017793594306,142,-0.06405693950177936,0.0,1.5072953788747214,-4,2
7.5,1010,0.12277227722772277,2.221782178217822,7.3841584158415845,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.45841584158416,140,-0.22178217821782178,0.0,1.5653333116908381,-4,2
7.75,843,0.10320284697508897,2.641755634638197,9.941874258600237,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.55634638196916,146,-0.641755634638197,-1,1.7223589723184345,-4,2
8.0,626,0.10223642172523961,3.084664536741214,12.618210862619808,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.58466453674122,141,-1.084664536741214,-1.0,1.7629578688341776,-4,2
8.25,370,0.0,3.364864864864865,13.964864864864865,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.5,138,-1.364864864864865,-1.0,1.6277931951866773,-4,1
8.5,217,0.0,3.953917050691244,17.262672811059907,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.4331797235023,138,-1.9539170506912442,-2,1.2793574242616812,-4,0
8.75,88,0.0,4.454545454545454,21.068181818181817,"{'2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 1.0, '9': 0.0, '10': 0.0, '11': 0.0, '12': 0.0}",1.0,126.30681818181819,133,-2.4545454545454546,-2.0,1.1132337787661664,-4,-1
