exact_hit_rate,mean_absolute_error,mean_squared_error,guess_frequency,average_deviation_guess,average_operations,maximum_operations,average_payout,median_payout,standard_deviation_payout,minimum_payout,maximum_payout
0.0909,3.2427,15.6975,"{'2': 0.0919, '3': 0.0916, '4': 0.0893, '5': 0.0954, '6': 0.0949, '7': 0.0886, '8': 0.0854, '9': 0.09, '10': 0.0935, '11': 0.0937, '12': 0.0857}",2.7287,135.0215,155,-5.0344,-2.0,8.991256914919683,-40,10
